Index	PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	[1] C_Schulte_290621_260821_UMG_Fu_R1_1.raw.PG.Quantity	[2] C_Schulte_290621_260821_UMG_Fu_R1_10.raw.PG.Quantity	[3] C_Schulte_290621_260821_UMG_Fu_R1_11.raw.PG.Quantity	[4] C_Schulte_290621_260821_UMG_Fu_R1_12.raw.PG.Quantity	[5] C_Schulte_290621_260821_UMG_Fu_R1_13.raw.PG.Quantity	[6] C_Schulte_290621_260821_UMG_Fu_R1_14.raw.PG.Quantity	[7] C_Schulte_290621_260821_UMG_Fu_R1_15.raw.PG.Quantity	[8] C_Schulte_290621_260821_UMG_Fu_R1_16.raw.PG.Quantity	[9] C_Schulte_290621_260821_UMG_Fu_R1_17.raw.PG.Quantity	[10] C_Schulte_290621_260821_UMG_Fu_R1_18.raw.PG.Quantity	[11] C_Schulte_290621_260821_UMG_Fu_R1_19.raw.PG.Quantity	[12] C_Schulte_290621_260821_UMG_Fu_R1_2.raw.PG.Quantity	[13] C_Schulte_290621_260821_UMG_Fu_R1_20.raw.PG.Quantity	[14] C_Schulte_290621_260821_UMG_Fu_R1_21.raw.PG.Quantity	[15] C_Schulte_290621_260821_UMG_Fu_R1_22.raw.PG.Quantity	[16] C_Schulte_290621_260821_UMG_Fu_R1_23.raw.PG.Quantity	[17] C_Schulte_290621_260821_UMG_Fu_R1_24.raw.PG.Quantity	[18] C_Schulte_290621_260821_UMG_Fu_R1_25.raw.PG.Quantity	[19] C_Schulte_290621_260821_UMG_Fu_R1_26.raw.PG.Quantity	[20] C_Schulte_290621_260821_UMG_Fu_R1_27.raw.PG.Quantity	[21] C_Schulte_290621_260821_UMG_Fu_R1_28.raw.PG.Quantity	[22] C_Schulte_290621_260821_UMG_Fu_R1_29.raw.PG.Quantity	[23] C_Schulte_290621_260821_UMG_Fu_R1_3.raw.PG.Quantity	[24] C_Schulte_290621_260821_UMG_Fu_R1_30.raw.PG.Quantity	[25] C_Schulte_290621_260821_UMG_Fu_R1_31.raw.PG.Quantity	[26] C_Schulte_290621_260821_UMG_Fu_R1_32.raw.PG.Quantity	[27] C_Schulte_290621_260821_UMG_Fu_R1_33.raw.PG.Quantity	[28] C_Schulte_290621_260821_UMG_Fu_R1_34.raw.PG.Quantity	[29] C_Schulte_290621_260821_UMG_Fu_R1_35.raw.PG.Quantity	[30] C_Schulte_290621_260821_UMG_Fu_R1_36.raw.PG.Quantity	[31] C_Schulte_290621_260821_UMG_Fu_R1_37.raw.PG.Quantity	[32] C_Schulte_290621_260821_UMG_Fu_R1_38.raw.PG.Quantity	[33] C_Schulte_290621_260821_UMG_Fu_R1_39.raw.PG.Quantity	[34] C_Schulte_290621_260821_UMG_Fu_R1_4.raw.PG.Quantity	[35] C_Schulte_290621_260821_UMG_Fu_R1_40.raw.PG.Quantity	[36] C_Schulte_290621_260821_UMG_Fu_R1_5.raw.PG.Quantity	[37] C_Schulte_290621_260821_UMG_Fu_R1_6.raw.PG.Quantity	[38] C_Schulte_290621_260821_UMG_Fu_R1_7.raw.PG.Quantity	[39] C_Schulte_290621_260821_UMG_Fu_R1_8.raw.PG.Quantity	[40] C_Schulte_290621_260821_UMG_Fu_R1_9.raw.PG.Quantity	[41] C_Schulte_290621_260821_UMG_Fu_R2_1.raw.PG.Quantity	[42] C_Schulte_290621_260821_UMG_Fu_R2_10.raw.PG.Quantity	[43] C_Schulte_290621_260821_UMG_Fu_R2_11.raw.PG.Quantity	[44] C_Schulte_290621_260821_UMG_Fu_R2_12.raw.PG.Quantity	[45] C_Schulte_290621_260821_UMG_Fu_R2_13.raw.PG.Quantity	[46] C_Schulte_290621_260821_UMG_Fu_R2_14.raw.PG.Quantity	[47] C_Schulte_290621_260821_UMG_Fu_R2_15.raw.PG.Quantity	[48] C_Schulte_290621_260821_UMG_Fu_R2_16.raw.PG.Quantity	[49] C_Schulte_290621_260821_UMG_Fu_R2_17.raw.PG.Quantity	[50] C_Schulte_290621_260821_UMG_Fu_R2_18.raw.PG.Quantity	[51] C_Schulte_290621_260821_UMG_Fu_R2_19.raw.PG.Quantity	[52] C_Schulte_290621_260821_UMG_Fu_R2_2.raw.PG.Quantity	[53] C_Schulte_290621_260821_UMG_Fu_R2_20.raw.PG.Quantity	[54] C_Schulte_290621_260821_UMG_Fu_R2_21.raw.PG.Quantity	[55] C_Schulte_290621_260821_UMG_Fu_R2_22.raw.PG.Quantity	[56] C_Schulte_290621_260821_UMG_Fu_R2_23.raw.PG.Quantity	[57] C_Schulte_290621_260821_UMG_Fu_R2_24.raw.PG.Quantity	[58] C_Schulte_290621_260821_UMG_Fu_R2_25.raw.PG.Quantity	[59] C_Schulte_290621_260821_UMG_Fu_R2_26.raw.PG.Quantity	[60] C_Schulte_290621_260821_UMG_Fu_R2_27.raw.PG.Quantity	[61] C_Schulte_290621_260821_UMG_Fu_R2_28.raw.PG.Quantity	[62] C_Schulte_290621_260821_UMG_Fu_R2_29.raw.PG.Quantity	[63] C_Schulte_290621_260821_UMG_Fu_R2_3.raw.PG.Quantity	[64] C_Schulte_290621_260821_UMG_Fu_R2_30.raw.PG.Quantity	[65] C_Schulte_290621_260821_UMG_Fu_R2_31.raw.PG.Quantity	[66] C_Schulte_290621_260821_UMG_Fu_R2_32.raw.PG.Quantity	[67] C_Schulte_290621_260821_UMG_Fu_R2_33.raw.PG.Quantity	[68] C_Schulte_290621_260821_UMG_Fu_R2_34.raw.PG.Quantity	[69] C_Schulte_290621_260821_UMG_Fu_R2_35.raw.PG.Quantity	[70] C_Schulte_290621_260821_UMG_Fu_R2_36.raw.PG.Quantity	[71] C_Schulte_290621_260821_UMG_Fu_R2_37.raw.PG.Quantity	[72] C_Schulte_290621_260821_UMG_Fu_R2_38.raw.PG.Quantity	[73] C_Schulte_290621_260821_UMG_Fu_R2_39.raw.PG.Quantity	[74] C_Schulte_290621_260821_UMG_Fu_R2_4.raw.PG.Quantity	[75] C_Schulte_290621_260821_UMG_Fu_R2_40.raw.PG.Quantity	[76] C_Schulte_290621_260821_UMG_Fu_R2_5.raw.PG.Quantity	[77] C_Schulte_290621_260821_UMG_Fu_R2_6.raw.PG.Quantity	[78] C_Schulte_290621_260821_UMG_Fu_R2_7.raw.PG.Quantity	[79] C_Schulte_290621_260821_UMG_Fu_R2_8.raw.PG.Quantity	[80] C_Schulte_290621_260821_UMG_Fu_R2_9.raw.PG.Quantity
455	"110699.39;110699.39-2;102409.19"	"A2A432;A2A432-2;E9PXY1"	Cul4b	Mus musculus	"Cullin-4B;Isoform 2 of Cullin-4B;Cullin-4B"	"CUL4B_MOUSE;CUL4B_MOUSE;E9PXY1_MOUSE"	3850.59	2336.42	3356.98	3759.64	3698.47	4090.57	4782.66	5253.23	5521.79	5348.76	5323.68	3401.00	3581.92	2737.02	3769.36	3160.58	2906.15	2289.72	4449.65	2578.69	2852.78	4001.96	2911.37	4093.77	4117.75	5394.89	3330.64	4359.12	4779.29	3519.47	4027.82	5568.15	4543.75	3181.93	4087.40	3204.68	3930.00	5631.44	2857.98	4226.31	4138.55	3706.27	3483.23	3719.38	3646.82	3738.78	4451.24	5301.64	4755.16	5397.06	4995.57	3525.25	2936.54	3461.80	3765.86	3711.40	3212.62	2423.52	4329.85	2895.54	3047.05	3954.89	3543.47	3874.45	3484.89	5194.77	4280.30	4074.32	3958.01	3697.65	3981.88	3177.13	3086.48	3723.25	3954.66	3709.27	3947.04	5631.76	3422.55	4067.02
456	"148534.07;149668.28"	"A2A4A6;Q62077"	Plcg1	Mus musculus	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	"A2A4A6_MOUSE;PLCG1_MOUSE"	13073.41	5488.02	7433.73	8653.02	4972.15	17728.38	6863.69	10164.94	9077.11	7409.92	10042.65	21984.87	1620.12	2128.57	13914.28	8886.83	1830.00	4442.80	3213.74	4157.48	2671.73	5055.96	5074.65	3034.64	4142.98	5527.83	3685.63	4444.00	5118.30	3193.94	8329.16	4551.00	4439.76	4960.71	5652.60	1155.35	7896.70	4083.45	6143.62	4637.95	6847.88	7540.21	2061.43	9973.34	19110.43	8878.57	14402.06	11049.25	9849.97	6365.54	7924.85	4184.42	2393.38	3136.99	4312.01	5885.03	2571.65	1888.57	14559.49	3623.44	2971.16	3342.22	4846.50	11666.54	3064.32	6520.99	Filtered	5630.87	Filtered	5384.89	6912.61	2260.99	4357.12	6545.49	5096.12	Filtered	14957.74	9877.38	7337.65	5708.57
457	"23406.03;29506.05"	"A2A4J1;P61290"	Psme3	Mus musculus	"Proteasome activator complex subunit 3 (Fragment);Proteasome activator complex subunit 3"	"A2A4J1_MOUSE;PSME3_MOUSE"	5396.55	3760.61	5366.58	5191.63	6442.71	5943.13	4200.56	3720.34	3725.76	3425.88	2507.50	4862.79	4938.55	7343.68	3191.66	4704.15	4430.45	6922.11	2985.47	6322.92	3333.42	5966.40	5503.78	3704.78	7201.96	2811.03	5293.14	5737.82	4636.45	4890.74	6381.30	6218.42	3448.85	5323.00	5137.65	7065.35	4526.05	11671.37	4034.82	7156.65	5929.24	4487.47	5257.01	5773.58	6551.52	6240.54	4156.50	3622.80	3877.46	3739.13	2591.31	5334.16	4771.42	7120.16	3574.13	5130.37	4043.08	6876.06	3103.01	6168.32	3746.15	6060.69	6240.33	4101.20	6503.20	2684.62	3565.18	5252.36	3535.04	5477.73	6387.03	6829.84	4550.56	5215.75	4797.38	8720.84	4847.06	12444.05	4479.99	6739.49
458	"21594.71;20747.72"	"A2A4J8;Q9CQ80"	Vps25	Mus musculus	Vacuolar protein-sorting-associated protein 25	"A2A4J8_MOUSE;VPS25_MOUSE"	8243.25	6753.22	7688.90	7176.05	8074.03	6662.89	6677.93	5793.36	4931.06	7222.12	3689.81	8637.65	7714.18	6640.03	6614.47	7190.98	6215.04	9707.26	9244.05	5516.12	8382.96	8181.77	8147.55	9073.68	8793.52	9135.96	6480.75	7319.54	Filtered	4713.96	8302.94	9768.40	7465.42	6033.81	6616.70	5183.48	7256.10	11118.21	6853.84	7123.27	7568.54	8475.17	7053.26	7178.81	8132.21	5051.17	7217.26	7360.86	7771.27	6846.32	7222.36	4463.43	7289.65	7472.14	5723.91	6581.67	7310.50	8267.00	9583.76	9438.16	7856.90	7904.09	9005.34	7927.50	7470.53	6202.93	6551.71	3908.36	Filtered	3441.92	7860.98	6266.25	9738.18	5925.92	9120.73	6553.73	7972.56	10746.76	6744.05	6804.11
459	"58167.62;60506.34;44970.92"	"A2A4P3;A2A4P4;Q3THG9"	"Gm27029;Gm27029;Aarsd1"	Mus musculus	"Predicted gene, 27029;Predicted gene, 27029;Alanyl-tRNA editing protein Aarsd1"	"A2A4P3_MOUSE;A2A4P4_MOUSE;AASD1_MOUSE"	7165.01	5915.96	7283.33	6100.28	7131.24	6345.53	7071.60	7344.42	7825.40	7753.81	6976.28	7824.28	5353.31	6331.43	7208.71	6440.03	6695.61	6503.30	7336.14	5885.10	7052.58	6211.36	8576.80	8460.56	5561.94	8526.59	9093.04	7402.54	7985.58	7088.04	7882.88	6964.71	5592.17	6652.91	7808.10	5827.76	6685.24	5833.78	6161.52	6422.28	7175.04	8477.61	7645.78	6908.12	6745.13	8443.23	8786.46	7360.29	8119.61	7830.38	9143.48	6460.60	6976.02	7293.92	7604.59	6420.12	6897.90	6137.14	7008.08	6379.16	6227.98	6670.71	7960.34	8452.82	6443.11	10256.54	8099.71	7783.60	8409.86	6394.68	7632.38	6762.81	7094.70	6452.48	7150.48	6313.07	7386.91	5558.48	6623.43	6692.79
460	"57041.08;57769.84;57769.84-2;57769.84-3"	"A2A513;P02535;P02535-2;P02535-3"	Krt10	Mus musculus	"Keratin, type I cytoskeletal 10;Keratin, type I cytoskeletal 10;Isoform 2 of Keratin, type I cytoskeletal 10;Isoform 3 of Keratin, type I cytoskeletal 10"	"A2A513_MOUSE;K1C10_MOUSE;K1C10_MOUSE;K1C10_MOUSE"	510684.84	696059.44	959809.13	353533.91	600995.25	650006.69	261391.47	287291.19	337606.22	431120.66	592518.94	2101093.00	1017281.06	813525.75	441568.31	315599.00	428759.97	390785.84	327374.25	325716.19	1122404.38	850474.38	1653202.50	1375329.50	1348444.25	1071162.00	741974.13	469476.69	831246.69	880475.19	377403.59	626116.63	716476.56	620847.38	406242.47	859274.19	903301.38	2510496.50	775865.44	1395207.88	453820.00	773295.69	958257.75	414305.78	624499.81	581191.13	281700.53	299043.78	331872.25	424157.78	660348.06	1900414.75	1066963.13	932431.56	459001.94	304519.09	452650.34	345797.66	327512.91	359109.81	1149215.75	975735.75	1733940.13	1538895.38	1565250.50	1268738.25	914097.50	501433.16	1021248.13	974605.00	394230.31	822620.38	881970.94	554458.38	416694.06	750505.06	890741.00	2443729.25	664545.75	1476254.50
461	"10996.55;4438.33;NaN;20505.8;20059.01;20723.94;19407.32;20374.6"	"A2A541;D6RJJ6;F6Y333;Q6NXZ5;Q6P068;Q80ZU0;Q8BLF9;Q9D4P0"	"Arl5c;Arl5b;Arl5b;Arl5b;Arl5c;Arl5a;Arl5b;Arl5b"	Mus musculus	"ADP-ribosylation factor-like protein 5C;ADP-ribosylation factor-like protein 5B;ADP-ribosylation factor-like protein 5B (Fragment);ADP-ribosylation factor-like 5B;ADP-ribosylation factor-like protein 5C;ADP-ribosylation factor-like protein 5A;ADP-ribosylation factor-like protein 5B;ADP-ribosylation factor-like protein 5B"	"A2A541_MOUSE;D6RJJ6_MOUSE;F6Y333_MOUSE;Q6NXZ5_MOUSE;ARL5C_MOUSE;ARL5A_MOUSE;Q8BLF9_MOUSE;ARL5B_MOUSE"	7810.88	9230.18	9781.35	7641.93	9650.82	Filtered	7885.84	Filtered	7277.00	7419.91	10022.94	9657.31	6258.25	10504.46	6446.15	7117.51	6199.92	6039.75	7379.30	8804.45	7604.27	9478.34	13019.00	7620.42	Filtered	8846.96	Filtered	7949.67	12070.24	Filtered	10786.77	9832.84	6310.23	6645.83	10589.08	6213.85	9232.98	19736.22	8826.50	11008.18	8449.53	10041.01	Filtered	7642.59	8854.72	6595.96	8157.25	7159.00	6389.91	7460.65	9346.90	10076.05	8921.04	9303.54	6615.65	7032.56	7266.72	7168.28	6550.30	7832.35	9349.00	8639.68	11747.83	10882.53	13555.70	7935.18	10313.22	10315.13	10333.92	Filtered	11447.06	Filtered	Filtered	6079.51	8329.12	6018.01	8526.42	25330.34	6910.64	Filtered
462	"23247.69;23465.96"	"A2A547;P84099"	Rpl19	Mus musculus	"Ribosomal protein L19;60S ribosomal protein L19"	"A2A547_MOUSE;RL19_MOUSE"	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	21955.08	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	21957.18	Filtered	Filtered
463	"22403.57;38835.66"	"A2A5I7;Q9D3D0"	Ttpal	Mus musculus	"Alpha-tocopherol transfer protein-like (Fragment);Alpha-tocopherol transfer protein-like"	"A2A5I7_MOUSE;TTPAL_MOUSE"	2447.61	2454.65	2077.65	2895.29	2209.29	2917.90	3922.27	4219.23	4057.94	4127.42	3650.16	2758.59	2372.40	Filtered	1651.78	2077.54	1371.03	1372.27	3392.40	1514.94	1186.26	2437.94	1758.03	2739.62	2674.07	3933.63	Filtered	3339.35	Filtered	Filtered	3547.69	2435.20	Filtered	2486.58	3094.81	1017.91	2749.51	2152.02	2632.81	Filtered	Filtered	Filtered	2077.44	2753.52	3401.58	2311.32	4348.43	4378.32	4808.67	4503.54	5019.47	2342.37	1451.92	1685.37	2587.01	2561.02	1385.42	1573.64	2854.07	1952.31	Filtered	2646.86	2289.25	2831.68	Filtered	5772.22	Filtered	3279.28	Filtered	1644.38	3041.90	Filtered	Filtered	2395.52	2407.71	Filtered	2717.72	1617.63	2679.32	1.55
464	"49023.04;54453.08"	"A2A5K2;P55065"	Pltp	Mus musculus	Phospholipid transfer protein	"A2A5K2_MOUSE;PLTP_MOUSE"	3992.17	5102.88	5343.94	4286.77	3919.81	3749.63	3679.89	3577.22	2324.93	4148.63	2757.49	5668.23	4064.72	4266.04	2745.13	3335.28	2655.60	4023.31	2789.93	3663.11	2469.80	2850.94	5189.63	5233.58	4568.04	3334.97	5278.17	5277.09	12608.53	6497.97	8161.77	9708.08	3044.70	6309.60	3092.47	5793.85	5624.07	3386.13	4228.65	8012.50	4659.94	6186.29	5334.23	4097.88	3770.72	4630.10	3431.88	3714.25	3162.04	3175.15	2981.29	6975.87	5047.63	3805.37	3011.51	4215.02	3543.07	3355.25	2931.70	3719.74	3159.52	2060.41	6082.64	2842.17	5710.29	4857.91	8621.11	6479.79	10808.45	4315.62	7374.46	6567.91	3823.73	7087.47	3687.63	7080.78	5732.79	4679.87	5373.46	5443.27
465	202239.61	A2A5R2	Arfgef2	Mus musculus	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	BIG2_MOUSE	4156.33	4631.83	2896.19	3854.39	3366.89	3314.60	4466.60	4601.03	4794.91	4969.48	5752.62	3521.93	2922.73	2170.76	2492.65	2924.09	2089.24	2286.83	3003.51	2208.44	2615.35	2956.93	4376.12	3922.17	2856.82	5427.58	7203.42	3710.18	10148.07	5266.98	6455.60	6475.09	5484.33	3932.33	4359.61	2320.58	3443.81	7339.51	3355.53	4833.40	4193.54	4969.62	6218.39	3250.83	4558.98	3339.56	4962.17	4453.72	4955.94	4952.64	6142.64	3648.84	4342.94	2267.04	3454.38	2387.23	2422.50	2354.00	3161.84	3254.44	3308.55	2848.33	3113.09	4417.28	3276.87	4911.72	3528.74	4490.49	8678.64	4633.03	5290.02	6229.16	5020.86	4095.62	3653.01	3835.10	3241.39	7360.04	2974.11	3853.80
466	"25967.92;28886.27"	"A2A6M1;Q9CZ28"	Snf8	Mus musculus	Vacuolar-sorting protein SNF8	"A2A6M1_MOUSE;SNF8_MOUSE"	3202.33	3039.65	3283.39	2935.63	3707.27	3323.36	3857.90	2565.44	2848.14	880.91	3066.72	3813.62	1768.01	3581.53	3221.51	3681.98	1943.22	5023.00	3349.32	3587.74	4091.82	3876.62	3734.99	2922.92	3430.92	4429.66	Filtered	3228.39	3655.10	Filtered	3366.36	Filtered	Filtered	3304.79	3092.96	3183.93	2380.29	Filtered	3013.01	Filtered	3311.86	4289.52	Filtered	3415.43	2844.41	2888.47	3539.07	2993.04	3396.38	3250.63	3806.66	3193.06	3530.37	4341.39	3353.04	3064.98	3533.97	3523.59	3680.39	3432.29	4436.10	3524.35	3175.25	2946.08	3836.29	4473.88	Filtered	2417.34	1.28	Filtered	2937.41	3274.13	3287.04	Filtered	3395.70	2586.32	4796.19	Filtered	2917.33	3323.46
467	"19442.01;46600.75"	"A2A709;Q8VCA8"	Scrn2	Mus musculus	"Secernin-2 (Fragment);Secernin-2"	"A2A709_MOUSE;SCRN2_MOUSE"	6682.12	4931.67	5070.02	6438.91	6196.80	6313.84	4847.66	5040.29	4052.85	5316.22	3448.38	3699.92	5430.21	7943.27	6643.69	5730.25	5759.72	6393.35	4280.61	8898.00	6611.29	8882.93	3978.46	5922.67	6474.98	5111.29	7278.58	4419.60	4427.22	4425.07	3482.56	5741.87	Filtered	4972.19	4858.65	4432.76	6409.99	3967.24	4250.36	6156.76	5956.02	4679.51	5277.07	6986.80	6750.40	7306.50	5691.67	5595.75	4588.10	4905.36	3535.06	2323.03	5307.37	7464.20	7281.02	6806.25	5634.22	6689.06	5008.76	9234.73	4750.11	9103.87	5549.93	5609.93	4841.09	4325.74	6300.24	5356.35	Filtered	4718.48	3057.45	7741.51	7242.07	7419.15	4925.81	6902.01	6627.37	3321.59	5049.96	6117.49
468	"97209.42;96980.19"	"A2A7F6;O35454"	Clcn6	Mus musculus	"Chloride channel protein;Chloride transport protein 6"	"A2A7F6_MOUSE;CLCN6_MOUSE"	7161.21	12234.67	11533.49	6537.10	10157.74	8751.89	5398.23	7376.81	8174.73	10036.82	7808.21	29958.70	20584.45	7876.29	4758.70	8022.56	9424.03	8555.36	5094.13	5858.44	17847.32	9770.45	11013.30	12675.26	10581.12	14868.18	4127.73	7177.88	19350.53	24563.77	8643.20	12954.91	4731.16	5942.02	8367.70	16148.93	10846.93	61724.39	16637.60	36837.72	6877.11	12414.18	22943.34	6125.98	8938.46	7874.34	6152.29	7698.31	7703.54	9631.00	8658.06	22653.68	23111.32	11411.22	6120.33	9724.61	14933.12	8024.78	4467.96	5653.95	21541.29	6925.48	12162.07	9901.45	6984.87	16378.75	2104.20	6466.58	59856.67	3372.68	7391.47	13329.53	Filtered	7664.91	7869.19	14310.45	13161.75	66374.05	24524.62	42953.62
469	"70031.17;74648.72;74648.72-2"	"A2A848;Q9R0H0;Q9R0H0-2"	Acox1	Mus musculus	"Peroxisomal acyl-coenzyme A oxidase 1 (Fragment);Peroxisomal acyl-coenzyme A oxidase 1;Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1"	"A2A848_MOUSE;ACOX1_MOUSE;ACOX1_MOUSE"	2835.56	3242.89	2897.93	3096.67	3217.73	3668.71	2645.21	2709.40	3241.64	3240.97	2759.76	3333.92	3853.52	3156.81	4048.94	3232.19	3929.73	3633.37	3680.38	3372.71	4561.90	4465.96	4092.38	3219.04	3481.80	4072.13	4480.80	3101.28	8459.13	4132.35	3217.28	4065.09	4540.79	2999.71	3755.71	2724.77	3080.74	10197.71	2715.57	2704.49	3106.54	3139.88	3417.99	2888.55	2896.94	3494.46	2920.22	2989.60	3035.23	3137.74	2954.86	3119.54	4613.67	2617.33	4073.63	3354.36	4120.02	3651.47	3705.01	3967.46	4524.45	4156.63	5930.02	3112.69	3218.08	3024.04	5378.79	2724.77	7504.22	4352.33	3531.67	4153.98	4912.81	3352.57	3676.75	3956.59	3203.28	7674.62	2769.65	4167.98
470	"15783.06;18020.47;18020.47-3"	"A2A8E2;Q8BHG2;Q8BHG2-3"	Czib	Mus musculus	"CXXC motif-containing zinc-binding protein;CXXC motif containing zinc binding protein;Isoform 3 of CXXC motif containing zinc binding protein"	"A2A8E2_MOUSE;CZIB_MOUSE;CZIB_MOUSE"	2442.20	2605.17	2320.29	2924.79	2370.43	2707.25	1949.19	2340.64	2129.33	2407.56	2544.47	3777.65	2799.22	2444.98	3039.07	2433.54	3386.46	3676.34	4045.75	4387.68	2426.02	3371.52	1991.52	2879.17	1812.81	1889.76	2388.90	1494.48	3178.14	3384.69	1613.41	2988.01	2314.57	3415.28	1808.17	1552.68	3256.32	1813.23	1385.32	1307.26	2101.26	3301.21	2187.64	3219.70	1738.11	2842.21	3095.94	2424.78	1873.15	3161.12	1996.62	2956.78	3758.07	3067.82	3166.44	2505.22	3335.03	4402.48	4166.29	4264.06	3362.92	3976.61	3884.22	3570.39	2559.13	1965.02	2830.52	1152.34	2181.23	4207.59	2611.40	4068.36	4259.56	3164.23	1587.44	2649.19	3061.86	2346.48	1602.53	1916.61
471	"222514.65;222684.75;218953.49;216370.57;218634.08;50305.06;217750.96"	"A2A8L1;E9PYL1;E9PYU4;E9QAS4;E9QAS5;F6WR45;Q6PDQ2"	"Chd5;Chd5;Chd5;Chd4;Chd4;Chd4;Chd4"	Mus musculus	"Chromodomain-helicase-DNA-binding protein 5;Chromodomain-helicase-DNA-binding protein 5;Chromodomain-helicase-DNA-binding protein 5;Chromodomain-helicase-DNA-binding protein 4;Chromodomain-helicase-DNA-binding protein 4;Chromodomain-helicase-DNA-binding protein 4 (Fragment);Chromodomain-helicase-DNA-binding protein 4"	"CHD5_MOUSE;E9PYL1_MOUSE;E9PYU4_MOUSE;E9QAS4_MOUSE;E9QAS5_MOUSE;F6WR45_MOUSE;CHD4_MOUSE"	12732.35	Filtered	9139.29	11190.52	7355.82	Filtered	14784.42	9912.00	13192.23	10175.61	12932.00	9348.52	Filtered	Filtered	Filtered	10697.58	5899.75	7479.15	10614.59	9008.64	8864.26	Filtered	4794.74	13543.21	13336.29	13106.51	Filtered	12101.95	Filtered	10156.31	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	9074.95	9944.47	8842.33	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	10221.98	9844.39	Filtered	Filtered	13977.42	10523.26	9166.25	9792.11	Filtered	Filtered	7283.46	8037.01	11481.28	8344.18	11713.66	11105.24	Filtered	Filtered	Filtered	13903.23	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	10358.46	10316.26	Filtered	9209.24	10256.31	12393.81	Filtered
472	"140619.96;127773.53;132891.28"	"A2A9Q2;A6PWC3;Q8BHG1"	"Nrd1;Nrd1;Nrdc"	Mus musculus	"Nardilysin, N-arginine dibasic convertase, NRD convertase 1;Nardilysin, N-arginine dibasic convertase, NRD convertase 1;Nardilysin"	"A2A9Q2_MOUSE;A6PWC3_MOUSE;NRDC_MOUSE"	5250.85	4735.61	5350.39	4817.42	4610.21	4853.98	4555.76	5827.95	4888.62	4748.23	4768.84	4388.50	4299.09	6373.06	5037.14	5765.62	4612.37	5959.47	5577.84	6589.38	5313.51	5051.58	4696.75	4972.06	5615.59	4901.08	10675.96	4393.29	5755.92	4353.07	4563.65	5479.68	3678.47	4511.97	4432.35	5320.60	5140.49	9218.59	4905.61	5540.81	5166.28	4707.82	4690.44	4522.14	4654.19	5188.01	5110.04	6207.27	4991.36	4873.14	6095.67	4624.12	4501.06	6328.51	5104.30	5893.53	4694.89	5713.82	5399.84	6294.29	5319.47	5146.85	5075.72	4441.89	5426.07	4152.78	5220.37	4422.16	7767.21	4724.51	4675.81	6728.29	5956.88	4406.31	4225.46	5394.02	5217.19	10626.60	5171.58	4886.29
473	"70192.36;77972.9"	"A2A9W7;Q8BMI3"	Gga3	Mus musculus	ADP-ribosylation factor-binding protein GGA3	"A2A9W7_MOUSE;GGA3_MOUSE"	7457.65	6941.75	7121.25	6745.94	7301.03	7063.67	6835.05	6496.83	6505.08	6503.84	6025.10	6703.41	6361.66	7901.36	5558.87	6965.05	5993.18	7110.55	5869.71	7639.45	6154.84	6406.97	8938.84	6554.05	6037.45	7280.59	12213.49	5651.35	10965.55	7377.47	6647.46	11950.58	6603.79	7019.07	5810.39	10088.78	6789.60	8481.00	6817.29	9022.97	7166.09	7961.11	7428.47	6886.93	6899.57	7500.17	6976.68	6362.66	6433.97	6557.32	6121.88	6764.41	5823.60	7584.81	5423.85	7247.02	5708.36	7110.77	6032.74	7205.97	6464.36	5887.44	8693.50	5805.40	6124.73	7458.52	8117.20	5873.03	10449.31	9014.95	6916.88	11059.58	6823.71	6726.92	6121.77	9302.15	6927.22	6295.72	6352.96	8768.34
